Date,AAA_Bond_Rate,BAA_Bond_Rate,Composite_VIX,Consumer_Confidence_Index,Consumer_Price_Index,Corporate_Profits,Credit_Card_Transactions,DJI-BBlower,DJI-BBmiddle,DJI-BBupper,DJI-MACD,DJI-MACDhist,DJI-MACDsignal,DJI-RSI,DJI_close,DJI_volume,Effective_Rate,GDP,GDP per capita,House_DEM,House_REP,IXIC-BBlower,IXIC-BBmiddle,IXIC-BBupper,IXIC-MACD,IXIC-MACDhist,IXIC-MACDsignal,IXIC-RSI,IXIC_close,IXIC_volume,Market_Stress,Money_Velocity,PMI_Manufacturing,Population,President_DEM,President_REP,SPX-BBlower,SPX-BBmiddle,SPX-BBupper,SPX-MACD,SPX-MACDhist,SPX-MACDsignal,SPX-RSI,SPX_close,SPX_volume,Senate_DEM,Senate_REP,US_Bonds_Rate_10y,US_Bonds_Rate_1y,US_Debt,US_Market_Cap,US_Trade_Balance,Unemployment_Rate,Unix_Timestamp
1973-08-01,0.18176508169159666,0.0949898966557674,-0.539737397185042,-0.8101135942482575,-1.7800626345988149,-0.9994233969777746,-0.7884823498572653,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.9327055249590522,-1.4880570037323888,1.405116974800883,-1.454895876110388,-1.561199130868614,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.7345773431642659,0.0,0.0009896702773314928,-0.6694365300251982,1.2056283826692624,-1.6472755638925685,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.91403249873876,-0.8888487874872334,0.959232920372918,-0.959232920372918,0.4324897100263972,1.0554448577317346,-1.2216163301501448,-1.0915098871780349,1.2246595783290768,-0.8010067962736636,0.1130256
1973-09-01,0.16443407298226656,0.12733673097505874,-0.5373682239047108,-0.757636434079146,-1.7770913264046249,-0.9994233969777746,-0.7850912172854101,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.926188873875514,-1.4767197973317283,1.4746425733893633,-1.454895876110388,-1.561199130868614,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.7327051590407541,0.0,0.0009896702773314928,-0.6694365300251982,1.1976665789469891,-1.6421448273751926,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.9101988912265623,-0.887212209580406,0.959232920372918,-0.959232920372918,0.3369931198714756,0.9188863374642129,-1.2216163301501448,-1.0882983445173624,1.1161348518843601,-0.8010067962736636,0.115704
1973-10-01,0.1540354677566684,0.05617369547261859,-0.34683402260775065,-0.8074999140221175,-1.7711487100162453,-0.9994233969777746,-0.788793462937252,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.9251511138843844,-1.457240396552128,1.283447177271042,-1.454895876110388,-1.561199130868614,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.733009795635891,0.0,0.0009896702773314928,-0.6694365300251982,1.2346889662555598,-1.63730057868366,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.9103272886471605,-0.8844002684524512,0.959232920372918,-0.959232920372918,0.244577064882842,0.6752230954182424,-1.2216163301501448,-1.082340674313588,0.810552069526869,-0.9159417573720214,0.118296
1973-11-01,0.1782988799497307,0.059408378904547615,0.823670484010809,-1.03660854907017,-1.7666917477249604,-0.9994233969777746,-0.7628155207583609,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.9398559978093246,-1.4620152683194816,1.2884132914559334,-1.454895876110388,-1.561199130868614,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.7379372186213109,0.0,0.0009896702773314928,-0.6694365300251982,1.26295336946963,-1.6331595273828339,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.9216355155114218,-0.8850895431614245,0.959232920372918,-0.959232920372918,0.22609385388511538,0.720742602174083,-1.2216163301501448,-1.0932205341331525,0.9847628146091771,-0.8010067962736636,0.120978
1973-12-01,0.18176508169159666,0.0788164794961223,1.4644215789534671,-1.3236987249129777,-1.7607491313365808,-0.9994233969777746,-0.7256063963919491,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.9367241082158417,-1.4652372687468438,1.2685488347163676,-1.454895876110388,-1.561199130868614,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.7383276266849816,0.0,0.0009896702773314928,-0.6694365300251982,1.2816636082169721,-1.629226830864439,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.9201772735786886,-0.8855546537476534,0.959232920372918,-0.959232920372918,0.2291743890514031,0.6404140608402464,-1.2216163301501448,-1.1029792673920096,0.8762380881644607,-0.7435393157244843,0.12357
1974-01-01,0.23375810781958725,0.0788164794961223,0.6487757405303898,-1.4992203053675117,-1.7533208608511064,-0.9912933999218349,-0.6066367546050274,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.9362107016379518,-1.4696446829912317,1.194057121942996,-1.4659280071370524,-1.5891018540617834,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.7375172341891804,0.0,0.0009896702773314928,-0.6867703935846136,1.268924722261335,-1.6253983117372603,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.9210760646941855,-0.8861908842725013,0.959232920372918,-0.959232920372918,0.30618776820859783,0.6805783315071647,-1.2219503884544414,-1.1006492562361054,0.9676273314863271,-0.628604354626127,0.1262484
1974-02-01,0.24069051130331914,0.0949898966557674,0.13807476254181525,-1.437236699014118,-1.7458925903656317,-0.9912933999218349,-0.5722587592664948,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.9356655492375482,-1.491721198806032,1.0252092396566863,-1.4659280071370524,-1.5891018540617834,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.7376887771262477,0.0,0.0009896702773314928,-0.6867703935846136,1.2446412209084015,-1.621700014349101,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.9213970596213771,-0.8893777309052063,0.959232920372918,-0.959232920372918,0.2969461627097344,0.5359869571062592,-1.2219503884544414,-1.103874669933854,0.7819929309887858,-0.5711368740769477,0.1289232
1974-03-01,0.2961497391731757,0.12410204754312915,-0.08017514465057013,-1.2588935212208028,-1.738464319880157,-0.9912933999218349,-0.5452852552316462,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.9371816859334495,-1.4807618300843535,1.1195654091696239,-1.4659280071370524,-1.5891018540617834,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.7383039655902137,0.0,0.0009896702773314928,-0.6867703935846136,1.2338927858833324,-1.6181319386999615,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.9234514311907809,-0.8877956956057846,0.959232920372918,-0.959232920372918,0.3739595418669291,0.7716173450188459,-1.2219503884544414,-1.0988905843810008,1.0218896947086855,-0.628604354626127,0.1313424
1974-04-01,0.37933858097796047,0.20496913334135636,-0.08695122925246579,-1.1288512145279517,-1.7340073575888724,-0.9876277273464018,-0.5388141031679224,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.9382687066836517,-1.492248510731644,1.4076000318933286,-1.462904407598788,-1.588516482246542,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.7399040471238945,0.0,0.0009896702773314928,-0.6412070950855787,1.2346889662555598,-1.6142252865293707,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.9268173064869061,-0.8894538508078494,0.959232920372918,-0.959232920372918,0.4663755968555627,1.00189249684251,-1.2496043096080505,-1.1057261878923288,1.1275585072995937,-0.628604354626127,0.1340208
1974-05-01,0.4209330018803526,0.26319343511608045,0.07015576351496036,-1.1680772396990176,-1.726579087103398,-0.9876277273464018,-0.547680825947544,-0.9410084766278811,-0.936452379682656,-0.9382103042218504,-0.5997063842681951,0.17733730149310403,-0.6882909255324182,-2.2879495393083116,-0.9420541223474977,-1.4879137575793682,1.6062445992889873,-1.462904407598788,-1.588516482246542,0.770820638172994,-0.770820638172994,-0.7423766457837152,-0.7433476984541221,-0.7329906696236721,-0.45584513884931654,0.0256747213867726,-0.4948406089756074,-2.676744979893968,-0.7418738332633241,0.0,0.0009896702773314928,-0.6412070950855787,1.2291157036499685,-1.6102665456631722,-0.9092566856310388,0.9092566856310389,-0.932877143902006,-0.939347260859023,-0.9211727419182282,-0.5531860547076703,0.1096460248512734,-0.6163969819862897,-2.535718480881932,-0.9295962124506264,-0.8888281092459641,0.959232920372918,-0.959232920372918,0.4879393430195773,1.0447343855538895,-1.2496043096080505,-1.1100506383143534,1.0989993687615105,-0.628604354626127,0.1366128
